0, 1, 1
1, 5, 4
2, 157, 9
3, 3783, 11
4, 5602, 11
5, 5953, 11
6, 6049, 11
7, 6109, 11
8, 6096, 11
9, 6159, 11
10, 6205, 11
11, 6244, 11
12, 6204, 11
13, 6337, 11
14, 6309, 11
15, 6229, 11
16, 6282, 11
17, 6292, 11
18, 6276, 11
19, 6243, 11
20, 6239, 11
21, 6269, 11
22, 6337, 11
23, 6296, 11
24, 6227, 11
25, 6328, 11
26, 6295, 11
27, 6249, 11
28, 6262, 11
29, 6322, 11
30, 6388, 11
31, 6284, 11
32, 6336, 11
33, 6283, 11
34, 6330, 11
35, 6314, 11
36, 6227, 11
37, 6226, 11
38, 6266, 11
39, 6242, 11
40, 6307, 11
41, 6253, 11
42, 6231, 11
43, 6256, 11
44, 6302, 11
45, 6261, 11
46, 6282, 11
47, 6227, 11
48, 6191, 11
49, 6309, 11
50, 6202, 11
51, 6283, 11
52, 6298, 11
53, 6296, 11
54, 6260, 11
55, 6246, 11
56, 6294, 11
57, 6287, 11
58, 6223, 11
59, 6337, 11
60, 6300, 11
61, 6269, 11
62, 6224, 11
63, 6216, 11
64, 6315, 11
65, 6284, 11
66, 6188, 11
67, 6330, 11
68, 6314, 11
69, 6069, 11
70, 6252, 11
71, 6250, 11
72, 6242, 11
73, 6296, 11
74, 6280, 11
75, 6307, 11
76, 6244, 11
77, 6324, 11
78, 6322, 11
79, 6283, 11
80, 6206, 11
81, 6206, 11
82, 6314, 11
83, 6350, 11
84, 6205, 11
85, 6305, 11
86, 6283, 11
87, 6196, 11
88, 6318, 11
89, 6290, 11
90, 6125, 10
91, 6303, 11
92, 6294, 11
93, 6237, 11
94, 6317, 11
95, 6288, 11
96, 6254, 11
97, 6293, 11
98, 6369, 11
99, 6299, 11
100, 6232, 11
101, 6137, 11
102, 6229, 11
103, 6322, 11
104, 6202, 11
105, 6203, 11
106, 6259, 11
107, 6287, 11
108, 6255, 11
109, 6316, 11
110, 6277, 11
111, 6281, 11
112, 6323, 11
113, 6256, 11
114, 6276, 11
115, 6289, 11
116, 6099, 11
117, 6312, 11
118, 6380, 10
119, 6266, 11
120, 6338, 11
121, 6271, 11
122, 6370, 11
123, 6224, 11
124, 6294, 11
125, 6312, 11
126, 6248, 11
127, 6248, 11
128, 6316, 11
129, 6221, 11
130, 6223, 11
131, 6285, 11
132, 6167, 11
133, 6290, 11
134, 6223, 11
135, 6252, 11
136, 6354, 11
137, 6255, 11
138, 6245, 11
139, 6301, 11
140, 6289, 11
141, 6225, 11
142, 6311, 11
143, 6167, 11
144, 6246, 11
145, 6281, 11
146, 6231, 11
147, 6214, 11
148, 6325, 11
149, 6365, 11
150, 6180, 11
151, 6223, 11
152, 6238, 11
153, 6243, 11
154, 6196, 11
155, 6257, 11
156, 6294, 11
157, 6196, 11
158, 6170, 11
159, 6221, 11
160, 6251, 11
161, 6143, 11
162, 6284, 11
163, 6239, 11
164, 6264, 11
165, 6269, 11
166, 6211, 11
167, 6186, 11
168, 6367, 11
169, 6224, 11
170, 6270, 11
171, 6249, 11
172, 6106, 11
173, 6160, 11
174, 6236, 11
175, 6223, 11
176, 6190, 11
177, 6155, 11
178, 6266, 11
179, 6296, 11
180, 6320, 11
181, 6327, 11
182, 6348, 11
183, 6250, 11
184, 6303, 10
185, 6230, 11
186, 6286, 11
187, 6315, 11
188, 6134, 11
189, 6229, 11
190, 6245, 11
191, 6309, 11
192, 6180, 11
193, 6383, 11
194, 6236, 11
195, 6217, 11
196, 6364, 11
197, 6283, 11
198, 6249, 11
199, 6273, 11
200, 6138, 11
201, 6305, 11
202, 6344, 11
203, 6194, 11
204, 6379, 11
205, 6297, 11
206, 6355, 10
207, 6291, 11
208, 6316, 11
209, 6216, 11
210, 6245, 11
211, 6301, 11
212, 6235, 11
213, 6295, 11
214, 6233, 11
215, 6298, 11
216, 6310, 11
217, 6263, 11
